"NOME_CANDIDATO","NOME_URNA_CANDIDATO","COD_GRAU_INSTRUCAO","CODIGO_ESTADO_CIVIL"
"FRANCISCA FERREIRA PINHEIRO","FRANCISCA PINHEIRO",8,1
"FRANCISCO AFFONSO SOARES PINTADO NETO","XICO PINTADO",8,1
"FRANCISCO CARDOSO DOS SANTOS","CARDOSO",8,1
"FRANCISCO CARLOS SOBRINHO LEMOS","FRANCARLOS",6,1
"FRANCISCO DE PAULA PEREIRA TRINDADE","FRANCISCO TRINDADE",8,1
"FRANCISCO HAUBRICH FILHO","HAUBRICH",6,1
"FRANCISCO JOSE D'ANGELO PINTO","CHICO D'ANGELO",8,1
"FRANCISCO JOSE DA SILVA","CHIQUINHO DA ILHA",4,1
"FRANCISCO LIMA FILHO","CHICO LIMA",5,1
"FRANCISCO RODRIGUES DE ALENCAR FILHO","CHICO ALENCAR",8,1
"FRANCISCO STENIO BEZERRA MARTINS","STÊNIO",8,1
"FRANK DE FREITAS MAIA","FRANK MAIA",5,1
"GABRIELA GUIMARAES CARNEIRO","GABRIELA",6,1
"GERALDO DIOLINDO CELESTINO","PASTOR GERALDO",3,1
"GERALDO PEREIRA DE SOUZA","GEGEU",8,1
"GERALDO ROBERTO SIQUEIRA DE SOUZA","PUDIM",7,1
"GEZILDA DA SILVA NAZARIO ALVES MONTEIRO","GEZILDA MONTEIRO",8,1
"GILBERTO BADY ASSIA BEDRAN","BEDRAN",8,1
"GILBERTO CAVALCANTI RABELLO","RABELLO",8,1
"GILBERTO MONTEIRO MARTINS","DR. GILBERTO MARTINS",8,1
"GILMAR ALVES CABRAL","GILMAR CABRAL",7,1
"GILSON FERREIRA DA CUNHA","GILSON CUNHA",7,1
"GIVANILDO DIAS DOS SANTOS","NILDO DA DISCONILDO",5,1
"GLAUBER DE MEDEIROS BRAGA","GLAUBER",6,1
"GUILHERME JOSE PEREIRA DO NASCIMENTO","GUILHERME DO NASCIMENTO",7,1
"GUTEMBERG CARDOSO DOS SANTOS","PROFESSOR GUTEMBERG",8,1
"HAROLDO CUSTODIO DE FARIA","HAROLDO FARIA",6,1
"HELENO AUGUSTO DE LIMA","DR HELENO",8,1
"HELIO VELASQUEZ","HELIO VELASQUEZ",6,1
"HELITON DA SILVA ANNES","HELITON ANNES",7,1
"HERMAN DINALDO SOARES FERREIRA","HERMAN FERREIRA",6,1
"HILSON RODRIGUES BARCELOS","WILSON RODRIGUES",6,1
"HORTENCIO XAVIER DE SOUZA","HORTENCIO XAVIER",8,1
"HUGO LEAL MELO DA SILVA","HUGO LEAL",8,1
"HYDEKEL MENEZES FREITAS LIMA","HYDEKEL FREITAS",8,1
"IARA DE ANDRADE CORBETT","IARA CORBETT",4,1
"ILIOBALDO VIVAS DA SILVA","LÉO VIVAS",6,1
"ILSON CONCEICAO PEREIRA","ILSON",3,1
"IRISMAR DA SILVA SANTOS","IRISMAR SANTOS",4,1
"ISABEL DE JESUS RIBEIRO DO NASCIMENTO","ISABEL DE JESUS",6,1
"ISAC FARIAS NASCIMENTO","ISAC FARIAS",6,1
"ISAEL CORTAZ TEIXEIRA","PR. ISAEL TEIXEIRA",8,1
"ISAIAS DE OLIVEIRA LEMOS","ISAIAS O HOMEM DO QUEIJO",4,1
"ISMAEL LOPES DE OLIVEIRA","ISMAEL LOPES",8,1
"ITAMAR SERPA FERNANDES","ITAMAR SERPA",6,1
"IVAN ARCHANJO SACRAMENTO","IVAN ARCHANJO",7,1
"IVAN CURVELLO MARTINS DE SOUZA","IVAN CURVELLO",8,1
"IVAN MARTINS PINHEIRO","IVAN PINHEIRO",8,1
"IVAN RICARDO DE MORAES GARCIA DE FERNADES","IVAN FERNANDES",6,1
"JACIRA MARIA DA SILVA FERRAS","JACIRA FERRAZ",8,1
"JACKESON DOS SANTOS LACERDA","JACKSON SALA",6,1
"JAIR MARCHESINI","JAIR MARCHESINI",7,1
"JAIR MESSIAS BOLSONARO","JAIR BOLSONARO",8,1
"JANIO DOS SANTOS MENDES","JANIO MENDES",8,1
"JEFERSON LUIZ LUCAS MONTEIRO","JEFERSON MONTEIRO",8,1
"JEFFERSON CASTELLO BRANCO","DR JEFFERSON CASTELO BRANCO",8,1
"JEOSAFA DE SOUZA CRISOSTOMO","JOSAFÁ",3,1
"JOACIR BARBAGLIO PEREIRA","JOA",6,1
"JOAO BATISTA OLIVEIRA RAMOS","JOAO RAMOS",6,1
"JOAO BOSCO SIMOES DE ASSIS","CEL.BOSCO DOS BOMBEIROS",8,1
"JOAO CARLOS DOS SANTOS CHAVES","DR. CHAVES",8,1
"JOAO CARLOS GUIMARAES LISBOA REIS","DR JOAO O MEDICO DO POVAO",8,1
"JOAO CARNEIRO CABRAL NETO","JOAO CABRAL NETO",8,1
"JOAQUIM LAUDIER MONTEIRO","LAUDIER",8,1
"JOAQUIM MOREIRA PINTO","JOAQUIM",7,1
"JOLCE DE MATTOS TEITELROIT","JOLCE MATTOS",8,1
"JONES CESAR GUIMARAES","DOUTOR JONES",8,1
"JORGE ALBERTO BARBOZA RUAS","JORGE RUAS",8,1
"JORGE BORGES DE VASCONCELOS","JORGE BORGES",2,1
"JORGE COSTA","JORGE COSTA",8,1
"JORGE COSTA JUNQUEIRA","JUNQUEIRA",4,1
"JORGE DE OLIVEIRA","ZOINHO",6,1
"JORGE FERREIRA","JORGE FERREIRA",6,1
"JORGE FONTELLA PEREIRA","JORGE FONTELLA",8,1
"JORGE HENRIQUE VIANA DOS SANTOS","ALEMÃO",5,1
"JORGE LAURET MONCLAR","MONCLAR",8,1
"JORGE LUIZ FERREIRA DA PAIXAO","SARGENTO PAIXÃO",6,1
"JORGE LUIZ MARUCHE DA CRUZ","JORGE MARUCHE",8,1
"JORGE LUIZ MOURA","JORGE MOURA",8,1
"JORGE MARQUES CORREA","JORGE CORRÊA",6,1
"JORGE PAGE","SUB OFICIAL PAGE",7,1
"JORGE RICARDO BITTAR","JORGE BITTAR",8,1
"JORGE SANTANA QUEIROZ","J. SANTANA",8,1
"JORGE STARCK SILVA","CORONEL STARCK",8,1
"JORGE UBIRATAN SANTOS EMILIANO","JORGE UBIRATAN",6,1
"JORGE UCHOA DE MENDONCA","DESEMBARGADOR UCHOA",8,1
"JORGINA PEREIRA FERNADES","JÔ",6,1
"JOSE ANTONIO NOVAES","PROFESSOR NOVAES",8,1
"JOSE ANTONIO DA CONCEICAO","JOSÉ ANTONIO",5,1
"JOSE CARLOS COSTA SIMONIN","JOSE CARLOS SIMONIN",8,1
"JOSE CARLOS DE OLIVEIRA SOUZA","CARLINHO DO LIXO",4,1
"JOSE CARLOS NUNES DE PAULA","ZÉ CARLOS",5,1
"JOSE DE AGUIAR BORGES","KAKI",8,1
"JOSE DE AMORIM PEREIRA","JOSE AMORIM",8,1
"JOSE DE CASTRO VIANA","MAZAROPE DA CARROÇA",4,1
"JOSE ERACLITO ARAUJO SOUZA","PROF. ERACLITO",8,1
"JOSE GILBERTO PORTO DE ARAUJO","GILBERTO PORTO DAS BANDEIRAS",6,1
"JOSE GLICERIO BENTO BERNARDES","CANELA",4,1
"JOSE LINS DE CERQUEIRA","LINS CERQUEIRA",4,1
"JOSE LOPES TEIXEIRA","JOSE TEIXEIRA",8,1
"JOSE LUIZ VIEIRA DA MOTTA","LUIZ MOTTA",6,1
"JOSE MARIA PUGAS","PUGAS",3,1
"JOSE ONIX GOMES DA SILVA","JOSE ÔNIX",6,1
"JOSE PAIXAO DE OLIVEIRA CRUZ","JOSE PAIXAO",6,1
"JOSE PAULO ANTUNES FERNANDES","PAULINHO DE JONAS",7,1
"JOSE PEREIRA HERMIDA","JOSE HERMIDA",8,1
"JOSE ROBERTO PIRES","BETO PIRES",8,1
"JOSIAS DOS SANTOS MUNIZ","JOSIAS MUNIZ",6,1
"JOSIAS FERNANDES","PR. JOSIAS FERNANDES",3,1
"JOSIAS QUINTAL DE OLIVEIRA","JOSIAS QUINTAL",7,1
"JOSE AGUIAR PIMENTEL LESSA","JOSÉ LESSA",8,1
"JOSE ANTONIO TORO FERNANDEZ","ZAFF",7,1
"JOSE AUGUSTO DE LIMA VENDA","JOSÉ AUGUSTO VENDA",8,1
"JOSE AUGUSTO DOS SANTOS CARDOSO","GUGU",7,1
"JOSE CARLOS PERCIA DOS SANTOS","JOSÉ PÉRCIA",8,1
"JOSE CARLOS SILVA NASCIMENTO","NASCIMENTO",8,1
"JOSE CLAUDIO DE ARAUJO","ZÉ CLÁUDIO",8,1
"JOSE DA SILVA","JOSÉ DA SILVA (ZÉ PONTES )",8,1
"JOSE DOMINGUES EURICO","ZEZINHO",6,1
"JOSE EDUARDO DOMINGOS VAZ DO CABO","EDUARDO DO CABO",4,1
"JOSE FABIO MOREIRA DA SILVA","IRMÃO FABIO SILVA",6,1
"JOSE FERNANDO COSTA DE MEDEIROS","DR. FERNANDO MEDEIROS",8,3
"JOSE FLORIPES HENRIQUE BEZERRA","JÓZA",6,1
"JOSE FRANCISCO VELOSO","PASTOR VELOSO",8,1
"JOSE GUILHERME DE MORAES NETO","CORONEL GUILHERME MORAES",8,1
"JOSE IVAN DIAS BRITO","JOSÉ IVAN",8,1
"JOSE LUIZ LONGOBARDI DE VILHENA","JOSÉ VILHENA",8,1
"JOSE LUIZ NANCI","JOSÉ LUIZ NANCI",8,1
"JOSE MARIA DA SILVA DIAS","ZE MARIA ISSA",5,1
"JOSE MAURICIO LINHARES BARRETO","JOSÉ MAURICIO",8,1
"JOSE NATAL PUPPO DOS SANTOS","NATAL",7,1
"JOSE NITO DOS SANTOS DUARTE","NIL",4,1
"JOSE PAULO CALDEIRA LIMA","PAULO BARBEIRO",3,1
"JOSE PEREIRA SOARES","JOSÉ PEREIRA",6,1
"JOSE RAFAEL DE ABREU MAGALHAES","FAEL",6,1
"JOSE RAIMUNDO SANTOS E SILVA","JOSÉ RAIMUNDO - DR. TAMBURIM",8,1
"JOSE RENATO BRUNO CARVALHO","ZÉ RENATO",8,1
"JOSE RICHARD DONAY WAICHEL","JOSÉ RICHARD",8,1
"JOSE ROBERTO SOARES DE OLIVEIRA JUNIOR","DR. JOSÉ ROBERTO",8,1
"JOSE SOARES FILHO","DUDA SOARES",6,1
"JOVELINO RIBEIRO","JOVELINO RIBEIRO",8,1
"JOAS MOURA BARRETO","JOÁS 28 DAMM",6,1
"JOAO BATISTA CHAVES MAGALHAES","BATISTA MAGALHÃES",4,1
"JOAO BATISTA DA SILVA","JOÃO BATISTA",8,1
"JOAO BATISTA OLIVEIRA DE ARAUJO","BABÁ",8,1
"JOAO CARLOS DE AZEREDO","JOÃO CARLOS",7,1
"JOAO DE CARVALHO FILHO","ZINHO",8,1
"JOAO JOSE TAVARES PINHO","JOÃO JOSÉ PINHO",6,1
"JOAO LEOMI SILVA NUNES","JOÃO LEOMI",6,1
"JOAO LEONEL DE OLIVEIRA CABRAL","LEONEL",7,1
"JOAO LOPES SOARES","JOÃO LOPES",6,1
"JOAO MARQUES DE OLIVEIRA","JOÃO MARQUES",6,1
"JOAO MATHEUS GARCIA FILHO","DR. MATHEUS GARCIA",8,1
"JOAO RICARDO MENDES","JOÃO MENDES",8,1
"JOAO SOARES DE MORAES","ÍNDIO DA CENTRAL",3,1
"JUAREZ RODRIGUES DA SILVA","JUAREZ DA FISIOTERAPIA",8,1
"JULIO ALVES GOES","DR JULIO GOES",8,1
"JULIO CESAR ALVARENGA DOS SANTOS","JULIO ALVARENGA",6,1
"JULIO CESAR RIBEIRO DA SILVA","JULIO",5,1
"JULIO CEZAR DE LIMA PEREIRA","CEZAR LIPER",8,1
"JULIO LUIZ BAPTISTA LOPES","JULIO LOPES",8,1
"JULIO MARINHO FILHO","CORONEL JULIO",8,1
"JULIO SERGIO KISTEMARCHER DO NASCIMENTO","JULIO NASCIMENTO",8,1
"JUSTINO CORDEIRO","PROFESSOR JUSTINO",8,1
"KALEB DE ARAUJO","KALEB ARAUJO",4,1
"KARLA HIPOLITO DE ALBUQUERQUE","KARLA HIPOLITO",8,1
"KELLY CRISTINA DE ALMEIDA MARTINS SILVA","KELLY CRISTINA",6,1
"KELLY CRISTINA DE ANDRADE BANHOLI","KELLY BANHOLI",8,1
"LAERCIO DO CARMO","LAERCIO DO CARMO",8,1
"LAERSON DOS SANTOS ALBUQUERQUE","LAERSON ALBUQUERQUE",6,1
"LAERTE NEPOMUCENO VIANNA","LAERTE VIANNA",8,1
"LASARO SAMPAIO DE FARIAS","LAZARO SAMPAIO",6,1
"LAURA CHRISTINA SANT'ANNA DE ARAUJO OLIVEIRA","LAURA CHRISTINA",8,1
"LEANDRO JOSE MENDES SAMPAIO FERNANDES","LEANDRO SAMPAIO",8,1
"LEDIR BASTOS SILVESTRE","LEDIR BASTOS",7,1
"LEILA GOMES CHAGAS FERREIRA","LEILA CHAGAS",8,1
"LEMUEL SANTOS DE SANTANA","LEMUEL",8,1
"LENILSON PAES RANGEL","LENILSON DO INPS",8,1
"LENIRO ANTONIO MARQUER RIBERIO","LEIL RIBEIRO",4,1
"LEONARDO CARNEIRO MONTEIRO PICCIANI","LEONARDO PICCIANI",8,1
"LEONARDO LIA COSTA","LEONARDO LIA",7,1
"LEONARDO PASSOS FARIA","LEONARDO FARIA",4,1
"LEONEL MAURO DOS SANTOS","LEONEL MAURO",8,1
"LEVI MARAGA","LEVI MARAGA",3,1
"LIANA VIEIRA DA SILVA","LIANA",8,1
"LILIAM SA DE PAULA","LILIAM SÁ",7,1
"LOURIVAL DA SILVA","LOURIVAL",6,1
"LUCIA CONDE RODRIGUES","LUCIA CONDE",6,1
"LUCIA HELENA RODRIGUES SERMOUD","LUCIA SERMOUD",8,1
"LUCIANA PIMENTA DE FIGUEIREDO","LUCIANA PIMENTA",7,1
"LUCIANO ANTONIO DINIZ CALDAS","LUCIANO DINIZ",8,1
"LUCIENE MARIA DE CORDEIRO SILVA","LUCIENE CORDEIRO",8,1
"LUIS ALBERTO MENDONCA MEATO","LUIS MEATO",8,1
"LUIS CARLOS RIBEIRO CHAVES","CAXUXA",8,1
"LUIS CLAUDIO DE OLIVEIRA MAIA","LUIS MAIA",6,1
"LUIS CLAUDIO MOURA DA SILVA","LUIS CLAUDIO",6,1
"LUIS EDUARDO ALMEIDA DE OLIVEIRA","LUISINHO",8,1
"LUIS FERNANDO RIBEIRO DE SOUSA","CAPITÃO LUIS FERNANDO PQD",8,1
"LUIS MAURO SANTOS DA SILVA","LUIS MAURO",8,1
"LUIS MONTEIRO DA COSTA","LUIS MONTEIRO",7,1
"LUIZ ANDRE FERREIRA DA SILVA","LUIZ ANDRÉ DECO",4,1
"LUIZ ANTONIO DOS SANTOS FERREIRA","LUIZ ANTONIO DA MARINHA",6,1
"LUIZ ANTONIO GOMES VIEIRA","LUIZ ANTONIO LULA",8,1
"LUIZ ANTONIO SERRANO SANCHES DA SILVA","LUIZ SERRANO SANCHES",7,3
"LUIZ AUGUSTO BRITO DE SANT'ANNA","DR LUIZ AUGUSTO",8,1
"LUIZ BARCELOS DE VASCONCELOS","BARCELOS",8,1
"LUIZ CARLOS ALVES DE MOURA","MOURALIDADE",6,1
"LUIZ CARLOS CORDEIRO DA SILVA","LUIZ CARLOS CACALHO",7,1
"LUIZ CARLOS GOMES BERGAMO","BERGAMO",6,1
"LUIZ CARLOS PEREIRA","CORONEL PEREIRA",8,1
"LUIZ CLAUDIO FERREIRA","SGT. C. FERREIRA",7,1
"LUIZ CLAUDIO FERREIRA PINTO","LUIZ CLAUDIO",8,1
"LUIZ CLAUDIO MARTINS","FEIJÃO",6,1
"LUIZ CLAUDIO SANTOS","CLAUDIO SANTOS FAZ",5,1
"LUIZ CLAUDIO TEIXEIRA MORGADO","RUSSO",8,1
"LUIZ EDUARDO BENTO DE MELLO SOARES","LUIZ EDUARDO SOARES",8,1
"LUIZ FERNANDO DE FRANCISCIS D'AVILA","D'AVILA",8,1
"LUIZ FERNANDO VAZ","DR. LUIZ FERNANDO",8,1
"LUIZ SERGIO NOBREGA DE OLIVEIRA","LUIZ SERGIO",6,1
"LUZIA PESSANHA","DONA LUZIA",8,1
"MAIZA LIMA GIMENEZ","DRA. MAIZA GIMENEZ",8,1
"MANOEL FERREIRA","PASTOR MANOEL FERREIRA",8,1
"MANOEL FRANCISCO JANUARIO","KARLOS DE JANUARIO",6,1
"MANOEL GARCEZ DE OLIVEIRA","PROFESSOR GARCEZ",8,1
"MANOEL ROMUALDO","PR. ROMOALDO",8,1
"MANOEL SIMOES DA GAMA","MANOEL SIMÕES GAMA",8,1
"MANUEL ALVES DO VALE","VALE",8,1
"MANUEL DE SOUZA LIMA RABHA","NEM RABHA",8,1
"MARCELO DE QUEIROZ PEREZ","MARCELO QUEIROZ",6,1
"MARCELO FERREIRA DE MELO","MARCELO MELO",7,1
"MARCELO JACHINTO MARTINS DOS SANTOS","MARCELO JACINTO",6,1
"MARCELO JOSE PAES","PROFESSOR MARCELO PAES",8,1
"MARCELO JOSE DIAS","MARCELO DIAS",6,1
"MARCELO LESSA DA SILVA","MARCELO LESSA",7,1
"MARCELO SERGISMUNDO RODRIGUES","MARCELO TRIO ELETRICO",6,1
"MARCELO ZATURANSKY NOGUEIRA ITAGIBA","MARCELO ITAGIBA",8,1
"MARCIA NOELI BARRETO","MARCIA NOELI",8,1
"MARCIA REGINA SOBRAL SANTOS JOSE","MARCIA SOBRAL",8,1
"MARCIO ELLERY GIRAO BARROSO","MARCIO GIRÃO",8,1
"MARCIO JOAO DE ANDRADE FORTES","MARCIO FORTES",8,1
"MARCIO LUIZ DOS SANTOS PEREIRA","MARCIO LUIZ",5,1
"MARCIO NILO JOSE ALMEIDA FILHO","PROFESSOR NILO",8,1
"MARCIO SERGIO PIMENTEL","MARCIO SERGIO PEMENTEL",4,1
"MARCO ANTONIO DINIZ MACILLO","DR. MARCO ANTONIO",8,1
"MARCO ANTONIO ESCH GOMES","MARCO ESCH",8,1
"MARCO ANTONIO PETIT DE CASTRO","PETIT",7,1
"MARCO ANTONIO MARQUES MAZZONI","MARCO MAZZONI",8,1
"MARCO AURELIO FRANCA MOREIRA","MARCÃO",7,1
"MARCO AURELIO MARQUES SOARES","DR. MARCO AURÉLIO",8,1
"MARCOS ANTONIO CANDIDO MANSO","MARCOS MANSO",7,1
"MARCOS ANTONIO DE QUEIROZ LUCENA","MARCUS LUCENNA",6,1
"MARCOS ANTONIO FORTUNA LE GENTIL","MARQUINHOS LE GENTIL",8,1
"MARCOS AURELIO REIS DE CASTRO","DR. MARCOS AURELIO",8,1
"MARCOS DARLAN DE ANDRADE SILVA","DARLAN",6,1
"MARCOS ELIAS DE FREITAS MOREIRA","MARQUINHO PESSANHA",7,1
"MARCOS MACEDO MONTESSORO","MARCOS MOTESSORO",6,1
"MARCOS PAULO DA SILVA AROUCA","MARCOS AROUCA",7,1
"MARCUS AUGUSTUS FUSCO FERREIRA","MARCUS FUSCO",8,1
"MARGARETH WANDERLEY AGOSTINHO","MARGARETH AGOSTINHO",8,1
"MARIA APARECIDA DIOGO BRAGA","CIDA DIOGO",8,1
"MARIA APARECIDA RUFINO MADUREIRA","CIDA MADUREIRA CS",8,1
"MARIA CRISTINA CARNEIRO SILVA","KRYCA OHANA",6,1
"MARIA DOLORES MAFRA DE ARAUJO","DOLORES MAFRA",7,1
"MARIA DOS ANJOS DE SOUZA CAMARDELLA","DRA. MARIA CAMARDELLA",8,1
"MARIA ELOISA COSTA LINO MENDONCA","ELOISA MENDONÇA",8,1
"MARIA ESTER SILVA MENDONCA","ESTER MENDONÇA",8,1
"MARIA INES VIEIRA DE ALMEIDA","MARIA INES VIEIRA",8,1
"MARIA JOSE DEBELLEMANIERE","MARIA JOSÉ D.",8,1
"MARIA LAURA MONTEZA DE SOUZA CARNEIRO","LAURA CARNEIRO",8,1
"MARIA LUCIA DE SOUZA MAURICIO","LUCIA CABELEREIRA",3,1
"MARIA LUCIA DOS SANTOS BERNARDO","MARIA LUCIA",5,1
"MARIA LUIZA BENETTI OTTONI VIEIRA PEREIRA RAMOS","DRA MARIA LUIZA OTTONI",8,1
"MARILDA SA DA SILVA","MARILSA SÁ",8,1
"MARINA TERRA MAGGESSI DE SOUZA","MARINA MAGGESSI",7,1
"MARIO DE AZEVEDO TAVARES","PROFº. MARIO TAVARES",8,1
"MARIO DE MELLO SILVA","MARIO MELLO",8,1
"MARIO FAUSTINO ALVARENGA FILHO","DR. MARINHO",8,1
"MARIO JOSE DOS SANTOS","MARIO MALHADO",8,1
"MARIO LEITE CAMPOS PEREIRA","MARIO CAMPOS",8,1
"MARIO LUCIO CARVALHO DE ALMEIDA","MARIO DE ALMEIDA",8,1
"MARIO LAZARO SOARES PINHEIRO","MARIO LÁZARO",8,1
"MARIO MALAQUIAS CAMPOS","MALAQUIAS",7,1
"MARIO OLIVEIRA DOS SANTOS","MARIO OLIVEIRA DOS SANTTOS",8,1
"MARIO ROBERTO LUZZI GENESTRETI","MARIO GENESTRETI",8,1
"MARTHA HELENA DE SOUZA BOCKORNI","PROF. MARTHA HELENA",8,1
"MARTINHO JOSE MACHADO","MARTINHO MACHADO",4,1
"MAURI LIMA CUNHA","MAURI DO CAMINHÃO",3,1
"MAURO CESAR PIMENTEL","MAURO PIMENTEL",7,1
"MAURO DA SILVA","MAURÃO 2006",8,1
"MAURO JOSE ALVES DE ARAUJO","MAURO ARAUJO BOMBEIRO",4,1
"MAURO LUIZ MARCELINO DE OLIVEIRA","DR. MAURO MARCELINO",8,1
"MAX MIRANDA DOS SANTOS","MAX DE JESUS",4,1
"MIDIAM LOPES DOS SANTOS","MIDIAM",8,1
"MIRANILDO CABRAL DA SILVA","MIRANILDO",8,1
"MIRIAM MAIA DA SILVA","MIRIAM MAIA",6,1
"MIRIAM SANTOS MANCEBO REID","MIRIAM REID",8,1
"MIRO TEIXEIRA","MIRO TEIXEIRA",8,1
"MURILO AMORIM GUERRA","MURILO GUERRA",4,1
"NARCIZO AUGUSTO FILHO","NARCIZO AUGUSTO",8,1
"NATANAEL ARAUJO DA SILVA","NATANAEL ARAÚJO",7,1
"NEHEMIAS GUEIROS JUNIOR","NEHEMIAS",8,1
"NEIDE MARCIA DA SILVA","NEIDE MARCIA",6,1
"NEILTON MULIM DA COSTA","NEILTON MULIM",8,1
"NELSON FRANCISCO DOS SANTOS","NELSON FRANCISCO",8,1
"NELSON JORGE LEMOS DE SOUZA","NELSON JORGE",6,1
"NELSON LUIS DA SILVA TAVARES","NELSON TAVARES",4,1
"NELSON PEREIRA DA SILVA","NELSON PEREIRA",8,1
"NELSON ROBERTO BORNIER DE OLIVEIRA","NELSON BORNIER",8,1
"NEUSA MARIA GOULART BRIZOLA","NEUZINHA BRIZOLA",6,1
"NEWTON BAPTISTA CORDEIRO","NEWTON CORDEIRO",8,1
"NEY DO VALLE","NEY DO VALLE",6,1
"NILSON DA CRUZ ROLAO","TAPETE",4,1
"NILSON VIANA CESARIO","CESARIO",6,1
"NILTON CARLOS NOGUEIRA BATISTA","NILTINHO EVEREST",6,1
"NILTON GOMES PEREIRA","DIQUINHO",6,1
"NORMA LOPES DA SILVA","NORMA",8,1
"NORMA MENDES","PASTORA NORMA MENDES",5,1
"NOE MARTINS DA SILVA","PASTOR NOÉ MARTINS",7,1
"OCTACIANO GOMES RAMOS","PIANO",6,1
"ODIMAR DOMINGO SILVA DE AZEVEDO","ODIMAR AZEVEDO",6,1
"OFIR SANTOS FILHO","OFIR SANTOS",7,1
"ORESTES BARBOSA DA SILVA","ORESTES BARBOSA",8,1
"ORSAY GONCALVES MAGALHAES","MENDIGO ORUK",7,1
"OSMAR LEITAO ROSA","OSMAR LEITÃO",8,1
"OTAVIO SANTOS SILVA LEITE","OTAVIO LEITE",8,1
"OTOJANES COUTINHO DE OLIVEIRA","OTOJANES",8,1
"OTAVIO GOMES TOLENTINO","OTÁVIO TOLENTINO",8,1
"OZEIAS MOREIRA DOS SANTOS","OZÉIAS MOREIRA",7,1
"PATRICIA HELENA DA SILVA RODRIGUES","PATRICIA SILVA",6,1
"PATRICK LUIZ DE OLIVEIRA GOMES","PATRICK GOMES",4,1
"PAULO ALEXANDRE DA SILVA","PAULO ALEXANDRE",8,1
"PAULO AUGUSTO AFONSO LEONE","PAULO LEONE",8,1
"PAULO CARDOSO DE ALMEIDA","PAULO DE ALMEIDA",8,1
"PAULO CESAR BALTAZAR DA NOBREGA","PAULO BALTAZAR",8,1
"PAULO CESAR CARDOSO","PAULO CARDOSO",8,1
"PAULO CESAR DA GUIA ALMEIDA","DR PAULO CÉSAR",8,1
"PAULO CESAR DE OLIVEIRA ANCHIETA","CAPELA",6,1
"PAULO CESAR DE SOUZA MATTOS","PAULO MATTOS",8,1
"PAULO CESAR PEIXOTO LUCENA","PAULO CÉSAR LUCENA",8,1
"PAULO DE SOUZA FILHO","PAULO DE SOUZA",8,1
"PAULO DOS SANTOS FILHO","PAULO DOS SANTOS",6,1
"PAULO EMILIO COELHO DE OLIVEIRA","PAULO EMILIO",8,1
"PAULO FERNANDES DE SOUZA","PAULÃO DA SAÚDE",3,1
"PAULO FERNANDO VILLELA CANTUARIA","PAULO CANTUÁRIA",8,1
"PAULO HENRIQUE DALBONI DE SOUZA","DALBONI",6,1
"PAULO INACIO XAVIER","PAULO XAVIER",8,1
"PAULO JORGE SEVERINO DA SILVA","PAULO MARAMBAIA",6,1
"PAULO JOSE ALVES RATTES","PAULO RATTES",8,1
"PAULO PINHEIRO","PAULO PINHEIRO",8,1
"PAULO RAMOS DO NASCIMENTO","PAULO RAMOS NASCIMENTO",6,1
"PAULO ROBERTO BARCELOS VIEIRA BOIA","PAULO BOIA",8,1
"PAULO ROBERTO FERREIRA DA SILVA","PAULO FERREIRA",6,1
"PAULO ROBERTO MUNHOZ FONTOURA","PAULO MUNHOZ FONTORA",8,1
"PAULO SERGIO ARANTES DE OLIVEIRA","P. ARANTES",6,1
"PEDRO CARLOS MENDES","PEDRO MENDES",4,1
"PEDRO GARCIA CARMONA","PEDRO CARMONA",6,1
"PEDRO JOSE DE PAULA","BISPO PEDRO DE PAULA",6,1
"PEDRO PAULO DE FIGUEIREDO PEREIRA","DOM PEPITO",7,1
"PEDRO SANTOS DE OLIVEIRA","PEDRO CHULÉ",6,1
"PITAGORAS MATIAS DOS SANTOS","PITAGORAS",6,1
"RAFAEL ANTONIO DOS SANTOS","RAFAEL SANTOS",8,1
"RAFAEL JOSE VITORINO","RAFAEL VITORINO",8,1
"RAFAEL STANNIEDER PEREIRA","RAFAEL STAN",8,1
"RAIMUNDO NONATO OLIVEIRA DOS SANTOS","RAIMUNDO NONATO",8,1
"RAMISON LOPES DE SOUZA","RAMISON LOPES",6,1
"REGINA CELIA DE SOUZA BENTO","SUPER ZEFA",6,1
"REGINA DIRCE DE SOUZA LORBACK","REGINA DIRCE",6,1
"REGINA HELENA COSTA GORDILHO","REGINA GORDILHO",6,1
"REGINALDO GOMES GUEDES","REGINALDO GUEDES",6,1
"REINALDO GRIP LOPES","DR. REINALDO GRIPP",8,1
"REINALDO MORAIS MENDONCA JUNIOR","REINALDO JUNIOR",8,1
"REINALDO PEREIRA PINTO","REINALDO BETÃO",8,1
"RENATO COZZOLINO SOBRINHO","RENATO COZZOLINO",8,1
"RIBAMAR MODESTO","PROFESSOR RABI MODESTO",8,1
"RICARDO MOYSES COELHO","PASTOR RICARDO COELHO",7,1
"RICARDO PEON ALBUQUERQUE","DR. RICARDO PEON",8,1
"RITA CARDOSO CORREA DELBONI","DRA. RITA CARDOSO DELBONI",8,1
"ROBERTO DO NASCIMENTO CID","ROBERTO CID",8,1
"ROBERTO JOSE PEREIRA PINTO ROBERTAO","ROBERTÃO",8,1
"ROBERTO RISKE NETO","ROBERTO RISKE",6,1
"RODRIGO BETHLEM FERNANDES","RODRIGO BETHLEM",8,1
